CODIGO,TÍTULO,AUTOR,EDITORIAL,ESTADO,UBICACIÓN 
DRTSC.2.089,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 111, SEPTIEMBRE - DICIEMBRE 2013.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.090,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 112, ENERO - JUNIO 2014. ",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.091,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 112, ENERO - JUNIO 2014. ",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.092,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 112, ENERO - JUNIO 2014. ",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.093,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 115, ABRIL - JUNIO 2015.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.094,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 115, ABRIL - JUNIO 2015.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.095,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 115, ABRIL - JUNIO 2015.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.096,"CULTURA: REVISTA  DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 116, JULIO - SEPTIEMBRE 2015. ",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.097,"CULTURA: REVISTA  DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 116, JULIO - SEPTIEMBRE 2015. ",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.098,"CULTURA: REVISTA  DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 116, JULIO - SEPTIEMBRE 2015. ",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.099,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 117, OCTUBRE - DICIEMBRE 2016. ",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.100,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 117, OCTUBRE - DICIEMBRE 2016. ",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.101,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 117, OCTUBRE - DICIEMBRE 2016. ",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.102,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 118, ENERO - ABRIL 2016.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.103,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 118, ENERO - ABRIL 2016.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.104,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 118, ENERO - ABRIL 2016.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.105,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 119, MAYO - AGOSTO 2016.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.106,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 119, MAYO - AGOSTO 2016.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.107,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 119, MAYO - AGOSTO 2016.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.108,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 120, SEPTIEMBRE - DICIEMBRE 2016.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.109,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 120, SEPTIEMBRE - DICIEMBRE 2016.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.110,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 120, SEPTIEMBRE - DICIEMBRE 2016.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A3
DRTSC.2.111,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 121, ENERO - ABRIL 2017.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.112,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 121, ENERO - ABRIL 2017.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.113,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 121, ENERO - ABRIL 2017.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.114,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 122, MAYO - AGOSTO 2017.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.115,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 122, MAYO - AGOSTO 2017.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.116,"CULTURA: REVISTA DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR, No. 122, MAYO - AGOSTO 2017.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.117,"CULTURA: REVISTA  DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR,  No. 123, SEPTIEMBRE - DICIEMBRE 2017.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.118,"CULTURA: REVISTA  DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR,  No. 123, SEPTIEMBRE - DICIEMBRE 2017.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.119,"CULTURA: REVISTA  DE LA SECRETARÍA DE CULTURA DE LA PRESIDENCIA DE EL SALVADOR,  No. 123, SEPTIEMBRE - DICIEMBRE 2017.",SECRETARÍA DE CULTURA DE LA PRESIDENCIA,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.120,"CULTURA: REVISTA  DEL MINISTERIO DE CULTURA DE EL SALVADOR, No. 124, ENERO - JUNIO 2018.",MINISTERIO DE CULTURA DE EL SALVADOR,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.121,"CULTURA: REVISTA  DEL MINISTERIO DE CULTURA DE EL SALVADOR, No. 124, ENERO - JUNIO 2018.",MINISTERIO DE CULTURA DE EL SALVADOR,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.122,"CULTURA: REVISTA  DEL MINISTERIO DE CULTURA DE EL SALVADOR, No. 124, ENERO - JUNIO 2018.",MINISTERIO DE CULTURA DE EL SALVADOR,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.123,"CULTURA: REVISTA DEL MINISTERIO DE CULTURA DE EL SALVADOR, No.  125, JULIO - DICIEMBRE 2018. ",MINISTERIO DE CULTURA DE EL SALVADOR,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.124,"CULTURA: REVISTA DEL MINISTERIO DE CULTURA DE EL SALVADOR, No.  125, JULIO - DICIEMBRE 2018. ",MINISTERIO DE CULTURA DE EL SALVADOR,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.125,"CULTURA: REVISTA DEL MINISTERIO DE CULTURA DE EL SALVADOR, No.  125, JULIO - DICIEMBRE 2018. ",MINISTERIO DE CULTURA DE EL SALVADOR,DIRECCIÓN DE PUBLICACIONES E IMPRESOS,EXCELENTE,M1A4
DRTSC.2.126,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, NÚMERO 7, JULIO - DICIEMBRE 2013",SECRETARIA DE CULTURA DE LA PRESIDENCIA / DIRECCIÓN NACIONAL DE INVESTIGACIONES EN CULTURA Y ARTE,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.127,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, NÚMERO 7, JULIO - DICIEMBRE 2013",SECRETARIA DE CULTURA DE LA PRESIDENCIA / DIRECCIÓN NACIONAL DE INVESTIGACIONES EN CULTURA Y ARTE,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.128,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, NÚMERO 7, JULIO - DICIEMBRE 2013",SECRETARIA DE CULTURA DE LA PRESIDENCIA / DIRECCIÓN NACIONAL DE INVESTIGACIONES EN CULTURA Y ARTE,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.129,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES. NÚMERO 8, ENERO - JUNIO 2015",SECRETARIA DE CULTURA DE LA PRESIDENCIA / DIRECCIÓN NACIONAL DE INVESTIGACIONES EN CULTURA Y ARTE,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.130,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES. NÚMERO 8, ENERO - JUNIO 2015",SECRETARIA DE CULTURA DE LA PRESIDENCIA / DIRECCIÓN NACIONAL DE INVESTIGACIONES EN CULTURA Y ARTE,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.131,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES. NÚMERO 8, ENERO - JUNIO 2015",SECRETARIA DE CULTURA DE LA PRESIDENCIA / DIRECCIÓN NACIONAL DE INVESTIGACIONES EN CULTURA Y ARTE,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.132,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, NÚMERO 9, JULIO - DICIEMBRE 2015",SECRETARIA DE CULTURA DE LA PRESIDENCIA / DIRECCIÓN NACIONAL DE INVESTIGACIONES EN CULTURA Y ARTE,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.133,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, NÚMERO 9, JULIO - DICIEMBRE 2015",SECRETARIA DE CULTURA DE LA PRESIDENCIA / DIRECCIÓN NACIONAL DE INVESTIGACIONES EN CULTURA Y ARTE,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.134,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, NÚMERO 9, JULIO - DICIEMBRE 2015",SECRETARIA DE CULTURA DE LA PRESIDENCIA / DIRECCIÓN NACIONAL DE INVESTIGACIONES EN CULTURA Y ARTE,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.135,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, NÚMERO 12, ENERO - JUNIO 2018","MINISTERIO DE CULTURA / DIRECCIÓN GENERAL DE INVESTIGACIONES, ACERVOS DOCUMENTALES Y EDICIONES",DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.136,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, NÚMERO 12, ENERO - JUNIO 2018","MINISTERIO DE CULTURA / DIRECCIÓN GENERAL DE INVESTIGACIONES, ACERVOS DOCUMENTALES Y EDICIONES",DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.137,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, NÚMERO 12, ENERO - JUNIO 2018","MINISTERIO DE CULTURA / DIRECCIÓN GENERAL DE INVESTIGACIONES, ACERVOS DOCUMENTALES Y EDICIONES",DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.138,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, NÚMERO 13, JULIO - DICIEMBRE 2018","MINISTERIO DE CULTURA / DIRECCIÓN GENERAL DE INVESTIGACIONES, ACERVOS DOCUMENTALES Y EDICIONES",DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.139,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, NÚMERO 13, JULIO - DICIEMBRE 2018","MINISTERIO DE CULTURA / DIRECCIÓN GENERAL DE INVESTIGACIONES, ACERVOS DOCUMENTALES Y EDICIONES",DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.140,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, NÚMERO 14, ENERO - JUNIO 2019","MINISTERIO DE CULTURA / DIRECCIÓN GENERAL DE INVESTIGACIONES, ACERVOS DOCUMENTALES Y EDICIONES",DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.141,"IDENTIDADES: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, NÚMERO 14, ENERO - JUNIO 2019","MINISTERIO DE CULTURA / DIRECCIÓN GENERAL DE INVESTIGACIONES, ACERVOS DOCUMENTALES Y EDICIONES",DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A4
DRTSC.2.142,"HUMANIDADES: REVISTA DE CONTENIDO CIENTÍFICO DE  LA FACULTAD DE CIENCIAS Y HUMANIDADES DE LA UNIVERSIDAD DE EL SALVADOR, No. 3,  ABRIL - MAYO - JUNIO - JULIO DE 2003",JOSÉ EDUARDO CUBÍAS COLORADO,EDITORIAL E IMPRENTA  UNIVERSITARIA DE LA UNIVERSIDAD DE EL SALVADOR,EXCELENTE,M1A4
DRTSC.2.143,"REALIDAD: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES, No. 104, ABRIL - JUNIO DE 2005",SERGIO BRAN,"CONSEJO DE REDACCIÓN DE LA FACULTAD DE CIENCIAS Y HUMANIDADES DE LA UNIVERSIDAD CENTROAMERICANA ""JOSÉ SIMEÓN CAÑAS""  (UCA)",EXCELENTE,M1A4
DRTSC.2.144,"REALIDAD Y REFLEXIÓN. AÑO 6, No. 18, SEPTIEMBRE - DICIEMBRE 2006",MUSEO NACIONAL DE ANTROPOLOGÍA DR. DAVID J. GUZMÁN / SECRETARIA DE CULTURA DE LA PRESIDENCIA,UFG EDITORES,EXCELENTE,M1A4
DRTSC.2.145,"REALIDAD Y REFLEXIÓN. AÑO 7, No. 24, SEPTIEMBRE - DICIEMBRE 2008",MUSEO NACIONAL DE ANTROPOLOGÍA DR. DAVID J. GUZMÁN / SECRETARIA DE CULTURA DE LA PRESIDENCIA,UFG EDITORES,EXCELENTE,M1A4
DRTSC.2.146,"REALIDAD Y REFLEXIÓN. AÑO 8, No. 26, MAYO - AGOSTO 2009",UNIVERSIDAD FRANCISCO GAVIDIA,UFG EDITORES,EXCELENTE,M1A4
DRTSC.2.147,"REALIDAD Y REFLEXIÓN. AÑO 8, No. 26, MAYO - AGOSTO 2009",UNIVERSIDAD FRANCISCO GAVIDIA,UFG EDITORES,EXCELENTE,M1A4
DRTSC.2.148,"REALIDAD Y REFLEXIÓN. AÑO 8, No. 27, SEPTIEMBRE - DICIEMBRE 2009",UNIVERSIDAD FRANCISCO GAVIDIA,UFG EDITORES,EXCELENTE,M1A4
DRTSC.2.149,"REALIDAD Y REFLEXIÓN. AÑO 8, No. 27, SEPTIEMBRE - DICIEMBRE 2009",UNIVERSIDAD FRANCISCO GAVIDIA,UFG EDITORES,EXCELENTE,M1A4
DRTSC.2.150,"REALIDAD Y REFLEXIÓN. AÑO 9, No. 28, ENERO - ABRIL 2010",UNIVERSIDAD FRANCISCO GAVIDIA,UFG EDITORES,EXCELENTE,M1A4
DRTSC.2.151,"REALIDAD Y REFLEXIÓN. AÑO 9, No. 28, ENERO - ABRIL 2010",UNIVERSIDAD FRANCISCO GAVIDIA,UFG EDITORES,EXCELENTE,M1A4
DRTSC.2.152,"REALIDAD Y REFLEXIÓN. AÑO 9, No. 29, MAYO - AGOSTO 2010",UNIVERSIDAD FRANCISCO GAVIDIA,UFG EDITORES,EXCELENTE,M1A4
DRTSC.2.153,"REVISTA DE LA MAP: ADMINISTRACIÓN PÚBLICA Y SEGURIDAD CIUDADANA, SERIE MONGRÁFICOS N°. 1","DEPARTAMENTO DE CIENCIAS JURÍDICAS DE LA UNIVERSIDAD CENTROAMERICANA ""JOSÉ SIMEÓN CAÑAS"" (UCA)","CONSEJO EDITORIAL DE LA UNIVERSIDAD CENTROAMERICANA ""JOSÉ SIMEÓN CAÑAS"" (UCA)",EXCELENTE,M1A5
DRTSC.2.154,"REVISTA DE LA MAP: ADMINISTRACIÓN PÚBLICA Y POLÍTICAS DE REINSERCIÓN SOCIAL, SERIE MONGRÁFICOS N°. 2","DEPARTAMENTO DE CIENCIAS JURÍDICAS DE LA UNIVERSIDAD CENTROAMERICANA ""JOSÉ SIMEÓN CAÑAS"" (UCA)","CONSEJO EDITORIAL DE LA UNIVERSIDAD CENTROAMERICANA ""JOSÉ SIMEÓN CAÑAS"" (UCA)",EXCELENTE,M1A5
DRTSC.2.155,"REVISTA JUDICIAL: TOMO CX, ENERO - DICIEMBRE DE 2009",CORTE SUPREMA DE JUSTICA (CSJ),SECCIÓN DE PUBLICACIONES DE LA CORTE SUPREMA DE JUSTICIA (CSJ),EXCELENTE,M1A5
DRTSC.2.156,"REVISTA JUSTICIA DE PAZ: AÑO II,  VOL. III, SEPTIEMBRE - DICIEMBRE DE 1999",CORTE SUPREMA DE JUSTICA (CSJ),TALLERES GRÁFICOS UCA,EXCELENTE,M1A5
DRTSC.2.157,"SALUD Y DESARROLLO: REVISTA DE PUBLICACIONES CIENTÍFICAS EN SALUD MEDIO AMBIENTE Y EDUCACIÓN, DE ENERO - JUNIO DE 2014",INSTITUTO ESPECIALIZADO DE EDUCACIÓN SUPERIOR DE PROFESIONALES DE LA SALUD DE EL SALVADOR (IEPROES) ,TALLERES GRÁFICOS UCA,EXCELENTE,M1A5
DRTSC.2.158,"YOPICALCO, N° 1   JUNIO DE 2015",SAÚL DE PAZ,SAÚL DE PAZ,EXCELENTE,M1A5
DRTSC.2.159,"YOPICALCO, N° 1  JUNIO DE 2015",SAÚL DE PAZ,SAÚL DE PAZ,EXCELENTE,M1A5
DRTSC.2.160,"YOPICALCO, N° 2  SEPTIEMBRE DE 2015",SAÚL DE PAZ,SAÚL DE PAZ,EXCELENTE,M1A5
DRTSC.2.161,"YOPICALCO, N° 2  SEPTIEMBRE DE 2015",SAÚL DE PAZ,SAÚL DE PAZ,EXCELENTE,M1A5
DRTSC.2.162,"YOPICALCO, N° 3  NOVIEMBRE DE 2016",SAÚL DE PAZ,SAÚL DE PAZ,EXCELENTE,M1A5
DRTSC.2.163,"YOPICALCO, N° 3  NOVIEMBRE DE 2016",SAÚL DE PAZ,SAÚL DE PAZ,EXCELENTE,M1A5
DRTSC.2.164,OBRAS ESCOGIDAS ,NAPOLEON VIERA ALTAMIRANO,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A5
DRTSC.2.165,OBRAS ESCOGIDAS ,NAPOLEON VIERA ALTAMIRANO,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A5
DRTSC.2.166,OBRAS ESCOGIDAS ,NAPOLEON VIERA ALTAMIRANO,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M1A5
DRTSC.2.167,¡TODO TIPO DE DIÁLOGOS!: QUINCE DIÁLOGOS FILOSÓFICOS ENTRE ANIMALES,GEERT DE KOCKERE,PANAMERICANA EDITORIAL,EXCELENTE,M1A5
DRTSC.2.168,¡TODO TIPO DE DIÁLOGOS!: QUINCE DIÁLOGOS FILOSÓFICOS ENTRE ANIMALES,GEERT DE KOCKERE,PANAMERICANA EDITORIAL,EXCELENTE,M1A5
DRTSC.2.169,"APROXIMACIÓN EPISTEMOLÓGICA: APROXIMACIÓN A LA HISTORIA DE LA FILOSOFÍA, ENSAYOS CRÍTICOS, TOMO II",ÓSCAR PICARDO JOAO,UFG EDITORES,BUEN ESTADO,M1A5
DRTSC.2.170,LAS PROFECÍAS DE NOSTRADAMUS,NO IDENTIFICADO,GRUPO EDITORIAL TOMO,BUEN ESTADO,M1A5
DRTSC.2.171,CÓMO MOTIVAR A LA GENTE. PROBLEMAS Y PROCEDIMIENTOS,JACK H. MCQUAIG,EDITORIAL DIANA ,DAÑADO,M1A5
DRTSC.2.172,EL PROFESOR FREUD HABLA CON LOS PECES,MARION MULLER-COLARD,PANAMERICANA EDITORIAL,EXCELENTE,M1A5
DRTSC.2.173,EL PROFESOR FREUD HABLA CON LOS PECES,MARION MULLER-COLARD,PANAMERICANA EDITORIAL,EXCELENTE,M1A5
DRTSC.2.174,EL VALOR DEL CORAZÓN: VOLVERSE GRANDE SIN OLVIDAR EL TESORO MÁS PRECIADO: LOS SENTIMIENTOS,EMANUELA BUSSOLATI,PANAMERICANA EDITORIAL,EXCELENTE,M1A5
DRTSC.2.175,EL VALOR DEL CORAZÓN: VOLVERSE GRANDE SIN OLVIDAR EL TESORO MÁS PRECIADO: LOS SENTIMIENTOS,EMANUELA BUSSOLATI,PANAMERICANA EDITORIAL,EXCELENTE,M1A5
DRTSC.2.176,"ESTE SOY YO: EL VALOR DE CONOCERME, QUERERME Y DEFENDERME DE LOS ANTIPÁTICOS",EMANUELA BUSSOLATI,PANAMERICANA EDITORIAL,EXCELENTE,M1A5
DRTSC.2.177,"ESTE SOY YO: EL VALOR DE CONOCERME, QUERERME Y DEFENDERME DE LOS ANTIPÁTICOS",EMANUELA BUSSOLATI,PANAMERICANA EDITORIAL,EXCELENTE,M1A5
DRTSC.2.178,"LOS CICLOS VITALES DEL SER HUMANO, TOMO I",HERNANDO DUQUE YEPES,  EDITORIAL SAN PABLO,EXCELENTE,M1A5
DRTSC.2.179,"LOS CICLOS VITALES DEL SER HUMANO, TOMO II",HERNANDO DUQUE YEPES,  EDITORIAL SAN PABLO,EXCELENTE,M1A5
DRTSC.2.180,NIÑEZ: CAMINOS DE DESCUBRIMIENTO,SHELDON WHITE Y BARBARA NOTKIN WHITE,EDITORIAL HARLA,BUEN ESTADO,M1A5
DRTSC.2.181,CÓMO DISFRUTAR DE LA VIDA Y EL TRABAJO,DALE CARNEGIE,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M1A5
DRTSC.2.182,CÓMO GANAR AMIGOS E INFLUIR SOBRE LAS PERSONAS,DALE CARNEGIE,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M1A5
DRTSC.2.183,CÓMO HACERSE INOLVIDABLE,DALE CARNEGIE,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M1A5
DRTSC.2.184,"EL AMOR ASÍ DE SIMPLE, ASÍ DE COMPLICADO",RAMÓN TORRES,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M1A5
DRTSC.2.185,EL MONJE QUE VENDIÓ SU FERRARI,ROBIN SHARMA,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M1A5
DRTSC.2.186,EL RINOCERONTE,SCOTT ROBERT ALEXANDER,DISTRIBUCIONES FONTAMARA,EXCELENTE,M1A5
